,Ratings,Full_review
14838,5,"I have been using macbook pro since 2 year. Now on flipkart exchanged with this macbook air at first glance it's pretty good looking device, thin, very light, attractive. Performance is good. Best part is TouchPad, smooth operating system which makes it different. People will say I'm using macbook so I'm telling all good about it but i sah try and see ur self. It's very nice to have a basic light weight and pretty good laptop."
14839,5,it's just a nice product
14840,5,This is my 2nd Macbook air. The best part about this laptop is you can also use windows operating system with this.
14841,3,When open the flap and start it you get the feel of this big package come in small size and elegant design . Finest creation of apple is helping out people to give an unprecedented experience of finesse quality speed performance and user friendly interface alongwith beautiful ergonomic design . Hats off
14842,5,"User friendly, nice design. using it for web development (PHP laravel JavaScript reactjs...) and working beautifully. great product for general use (surfing, movies, office...), not for gaming."
14843,5,Best product at best price
14844,5,"Awesome 😎😎 It is my first apple product and i am very impressed, laptop came with good packing . Delivery was super fast. I have used for 2 days and its funtastic. I have upgraded to lastest OS Mojave. It is awesome."
14845,4,It's is quite good n really amazing at 45k budget I love this product but delivery is very late. Battery backup is super very slim n well design n compacted
14846,5,quality is not good. keypad is not as apple is known for. as i think you will find better option in this price. I will not recommend for this product. total wastage of money. only those who have extra money they buy and give good review but if you really care for money never go for this product. Performance is not good after using a week. sound quality is average color is average most bad thing is its keypad. as i am using mackbook pro there is a lot difference in keypad. just buy if you ...
14847,4,I have been an apple fan for the last 20 years and continue to be one.  The MAC Air has been a long cherished need for my work and it fits in well. The form factor and functionality is enviable.  With the numerous apps that are available. It is indispensable as a working tool.
14848,3,"I had planned to buy this during the Big Billion Day Sale. With special discount on cards etc. i got a great deal. Now if one can compare it with any other windows laptops from good brands, this is cheaper or almost equivalent. But user experience from this product is butter smooth. Have been using since Oct '2018. No complaint. I have switched, in fact, from windows to Mac OS and found why people prefer Mac. And, thanks to Flipkart for making the product affordable."
14849,4,without a doubt I trust Flipkart. such a wonderful product received in perfect packing. @ just 49990 on big billion day. No one can beat this price. In Apple store it was available for 69500. Thank you Flipkart.
14850,5,Firstly I would suggest you to buy it only if it matches your requirements and don't judge things by its Logo. Reasons to buy this: *Design is best one I have ever seen.✓✓✓✓✓ *Battery sexiest battery ever✓✓✓✓✓ *Processor✓✓✓✓✓ *Best thing I loved is its Charger. It's just amazing✓✓✓✓✓(Smallest laptop charger I have ever seen) *Portable (Light Weight and It's best battery makes it easier to carry any where u want) *Performance✓✓✓✓✓ *Glowing Logo(My personal Reason)(You won't get this glowing Lo...
